Edad;Sexo;Unidad;Periodo;Total
De 25 a 29 años;Hombres;Porcentaje;2026T1;13,2
De 25 a 29 años;Hombres;Porcentaje;2025T4;14,1
De 25 a 29 años;Hombres;Porcentaje;2025T3;12,6
De 25 a 29 años;Hombres;Porcentaje;2025T2;13,9
De 25 a 29 años;Hombres;Porcentaje;2025T1;13,4
De 25 a 29 años;Hombres;Porcentaje;2024T4;13,4
De 25 a 29 años;Hombres;Porcentaje;2024T3;13,7
De 25 a 29 años;Hombres;Porcentaje;2024T2;12
De 25 a 29 años;Hombres;Porcentaje;2024T1;12,9
De 25 a 29 años;Hombres;Porcentaje;2023T4;12,7
De 25 a 29 años;Hombres;Porcentaje;2023T3;11,8
De 25 a 29 años;Hombres;Porcentaje;2023T2;13,1
De 25 a 29 años;Hombres;Porcentaje;2023T1;13
De 25 a 29 años;Hombres;Porcentaje;2022T4;13,3
De 25 a 29 años;Hombres;Porcentaje;2022T3;11,9
De 25 a 29 años;Hombres;Porcentaje;2022T2;11
De 25 a 29 años;Hombres;Porcentaje;2022T1;13,5
De 25 a 29 años;Hombres;Porcentaje;2021T4;14,6
De 25 a 29 años;Hombres;Porcentaje;2021T3;14,4
De 25 a 29 años;Hombres;Porcentaje;2021T2;14,2
De 25 a 29 años;Hombres;Porcentaje;2021T1;14,4
De 25 a 29 años;Hombres;Porcentaje;2020T4;14,5
De 25 a 29 años;Hombres;Porcentaje;2020T3;14,2
De 25 a 29 años;Hombres;Porcentaje;2020T2;14,1
De 25 a 29 años;Hombres;Porcentaje;2020T1;13
De 25 a 29 años;Hombres;Porcentaje;2019T4;13,9
De 25 a 29 años;Hombres;Porcentaje;2019T3;13,4
De 25 a 29 años;Hombres;Porcentaje;2019T2;13,5
De 25 a 29 años;Hombres;Porcentaje;2019T1;13,3
De 25 a 29 años;Hombres;Porcentaje;2018T4;12,9
De 25 a 29 años;Hombres;Porcentaje;2018T3;12,2
De 25 a 29 años;Hombres;Porcentaje;2018T2;12,5
De 25 a 29 años;Hombres;Porcentaje;2018T1;12,6
De 25 a 29 años;Hombres;Porcentaje;2017T4;12,4
De 25 a 29 años;Hombres;Porcentaje;2017T3;12,6
De 25 a 29 años;Hombres;Porcentaje;2017T2;12,4
De 25 a 29 años;Hombres;Porcentaje;2017T1;12,3
De 25 a 29 años;Hombres;Porcentaje;2016T4;12
De 25 a 29 años;Hombres;Porcentaje;2016T3;11,7
De 25 a 29 años;Hombres;Porcentaje;2016T2;12,4
De 25 a 29 años;Hombres;Porcentaje;2016T1;12,8
De 25 a 29 años;Hombres;Porcentaje;2015T4;13,4
De 25 a 29 años;Hombres;Porcentaje;2015T3;12,8
De 25 a 29 años;Hombres;Porcentaje;2015T2;12,6
De 25 a 29 años;Hombres;Porcentaje;2015T1;12,4
De 25 a 29 años;Hombres;Porcentaje;2014T4;12,7
De 25 a 29 años;Hombres;Porcentaje;2014T3;12,2
De 25 a 29 años;Hombres;Porcentaje;2014T2;12,3
De 25 a 29 años;Hombres;Porcentaje;2014T1;12,8
De 25 a 29 años;Hombres;Porcentaje;2013T4;13,3
De 25 a 29 años;Hombres;Porcentaje;2013T3;13,2
De 25 a 29 años;Hombres;Porcentaje;2013T2;13,7
De 25 a 29 años;Hombres;Porcentaje;2013T1;13,7
De 25 a 29 años;Hombres;Porcentaje;2012T4;14,1
De 25 a 29 años;Hombres;Porcentaje;2012T3;14,3
De 25 a 29 años;Hombres;Porcentaje;2012T2;14,4
De 25 a 29 años;Hombres;Porcentaje;2012T1;14,5
De 25 a 29 años;Hombres;Porcentaje;2011T4;13,7
De 25 a 29 años;Hombres;Porcentaje;2011T3;14
De 25 a 29 años;Hombres;Porcentaje;2011T2;14,3
De 25 a 29 años;Hombres;Porcentaje;2011T1;14,9
De 25 a 29 años;Hombres;Porcentaje;2010T4;15
De 25 a 29 años;Hombres;Porcentaje;2010T3;15
De 25 a 29 años;Hombres;Porcentaje;2010T2;15
De 25 a 29 años;Hombres;Porcentaje;2010T1;16,1
De 25 a 29 años;Hombres;Porcentaje;2009T4;15,9
De 25 a 29 años;Hombres;Porcentaje;2009T3;16,2
De 25 a 29 años;Hombres;Porcentaje;2009T2;15,4
De 25 a 29 años;Hombres;Porcentaje;2009T1;16,9
De 25 a 29 años;Hombres;Porcentaje;2008T4;17,3
De 25 a 29 años;Hombres;Porcentaje;2008T3;17
De 25 a 29 años;Hombres;Porcentaje;2008T2;16,5
De 25 a 29 años;Hombres;Porcentaje;2008T1;16,6
De 25 a 29 años;Hombres;Porcentaje;2007T4;15,2
De 25 a 29 años;Hombres;Porcentaje;2007T3;16
De 25 a 29 años;Hombres;Porcentaje;2007T2;14,5
De 25 a 29 años;Hombres;Porcentaje;2007T1;16,5
De 25 a 29 años;Hombres;Porcentaje;2006T4;18,1
De 25 a 29 años;Hombres;Porcentaje;2006T3;17,1
De 25 a 29 años;Hombres;Porcentaje;2006T2;16,5
De 25 a 29 años;Hombres;Porcentaje;2006T1;17,1
De 25 a 29 años;Hombres;Porcentaje;2005T4;18
De 25 a 29 años;Hombres;Porcentaje;2005T3;18,4
De 25 a 29 años;Hombres;Porcentaje;2005T2;17,5
De 25 a 29 años;Hombres;Porcentaje;2005T1;17,9
De 25 a 29 años;Hombres;Porcentaje;2004T4;17,2
De 25 a 29 años;Hombres;Porcentaje;2004T3;18,2
De 25 a 29 años;Hombres;Porcentaje;2004T2;17,2
De 25 a 29 años;Hombres;Porcentaje;2004T1;19
De 25 a 29 años;Hombres;Porcentaje;2003T4;18,1
De 25 a 29 años;Hombres;Porcentaje;2003T3;18,3
De 25 a 29 años;Hombres;Porcentaje;2003T2;17,9
De 25 a 29 años;Hombres;Porcentaje;2003T1;18,7
De 25 a 29 años;Hombres;Porcentaje;2002T4;18,9
De 25 a 29 años;Hombres;Porcentaje;2002T3;18,1
De 25 a 29 años;Hombres;Porcentaje;2002T2;19
De 25 a 29 años;Hombres;Porcentaje;2002T1;18,3
De 25 a 29 años;Mujeres;Valor absoluto;2026T1;154,9
De 25 a 29 años;Mujeres;Valor absoluto;2025T4;132,2
De 25 a 29 años;Mujeres;Valor absoluto;2025T3;159,4
De 25 a 29 años;Mujeres;Valor absoluto;2025T2;141,1
De 25 a 29 años;Mujeres;Valor absoluto;2025T1;164,2
De 25 a 29 años;Mujeres;Valor absoluto;2024T4;159,4
De 25 a 29 años;Mujeres;Valor absoluto;2024T3;166,9
De 25 a 29 años;Mujeres;Valor absoluto;2024T2;159,4
De 25 a 29 años;Mujeres;Valor absoluto;2024T1;172
De 25 a 29 años;Mujeres;Valor absoluto;2023T4;178,6
De 25 a 29 años;Mujeres;Valor absoluto;2023T3;182,5
De 25 a 29 años;Mujeres;Valor absoluto;2023T2;142,1
De 25 a 29 años;Mujeres;Valor absoluto;2023T1;180,1
De 25 a 29 años;Mujeres;Valor absoluto;2022T4;174,5
De 25 a 29 años;Mujeres;Valor absoluto;2022T3;198,8
De 25 a 29 años;Mujeres;Valor absoluto;2022T2;151,4
De 25 a 29 años;Mujeres;Valor absoluto;2022T1;185,2
De 25 a 29 años;Mujeres;Valor absoluto;2021T4;184,4
De 25 a 29 años;Mujeres;Valor absoluto;2021T3;212
De 25 a 29 años;Mujeres;Valor absoluto;2021T2;235,5
De 25 a 29 años;Mujeres;Valor absoluto;2021T1;262,2
De 25 a 29 años;Mujeres;Valor absoluto;2020T4;250,9
De 25 a 29 años;Mujeres;Valor absoluto;2020T3;264,6
De 25 a 29 años;Mujeres;Valor absoluto;2020T2;231,4
De 25 a 29 años;Mujeres;Valor absoluto;2020T1;208,8
De 25 a 29 años;Mujeres;Valor absoluto;2019T4;194,9
De 25 a 29 años;Mujeres;Valor absoluto;2019T3;194,1
De 25 a 29 años;Mujeres;Valor absoluto;2019T2;183,2
De 25 a 29 años;Mujeres;Valor absoluto;2019T1;197,3
De 25 a 29 años;Mujeres;Valor absoluto;2018T4;196,1
De 25 a 29 años;Mujeres;Valor absoluto;2018T3;208,8
De 25 a 29 años;Mujeres;Valor absoluto;2018T2;223,1
De 25 a 29 años;Mujeres;Valor absoluto;2018T1;240,8
De 25 a 29 años;Mujeres;Valor absoluto;2017T4;230,9
De 25 a 29 años;Mujeres;Valor absoluto;2017T3;248,8
De 25 a 29 años;Mujeres;Valor absoluto;2017T2;249,2
De 25 a 29 años;Mujeres;Valor absoluto;2017T1;262,9
De 25 a 29 años;Mujeres;Valor absoluto;2016T4;259,2
De 25 a 29 años;Mujeres;Valor absoluto;2016T3;265,3
De 25 a 29 años;Mujeres;Valor absoluto;2016T2;277,8
De 25 a 29 años;Mujeres;Valor absoluto;2016T1;304,6
De 25 a 29 años;Mujeres;Valor absoluto;2015T4;278,6
De 25 a 29 años;Mujeres;Valor absoluto;2015T3;296,7
De 25 a 29 años;Mujeres;Valor absoluto;2015T2;301,5
De 25 a 29 años;Mujeres;Valor absoluto;2015T1;330,4
De 25 a 29 años;Mujeres;Valor absoluto;2014T4;324,6
De 25 a 29 años;Mujeres;Valor absoluto;2014T3;325,6
De 25 a 29 años;Mujeres;Valor absoluto;2014T2;338,5
De 25 a 29 años;Mujeres;Valor absoluto;2014T1;368,5
De 25 a 29 años;Mujeres;Valor absoluto;2013T4;359,8
De 25 a 29 años;Mujeres;Valor absoluto;2013T3;358,1
De 25 a 29 años;Mujeres;Valor absoluto;2013T2;386,7
De 25 a 29 años;Mujeres;Valor absoluto;2013T1;413,8
De 25 a 29 años;Mujeres;Valor absoluto;2012T4;400,1
De 25 a 29 años;Mujeres;Valor absoluto;2012T3;364,6
De 25 a 29 años;Mujeres;Valor absoluto;2012T2;342,3
De 25 a 29 años;Mujeres;Valor absoluto;2012T1;356,8
De 25 a 29 años;Mujeres;Valor absoluto;2011T4;336,7
De 25 a 29 años;Mujeres;Valor absoluto;2011T3;320,1
De 25 a 29 años;Mujeres;Valor absoluto;2011T2;323,5
De 25 a 29 años;Mujeres;Valor absoluto;2011T1;338,4
De 25 a 29 años;Mujeres;Valor absoluto;2010T4;329,7
De 25 a 29 años;Mujeres;Valor absoluto;2010T3;324,9
De 25 a 29 años;Mujeres;Valor absoluto;2010T2;309,8
De 25 a 29 años;Mujeres;Valor absoluto;2010T1;321,6
De 25 a 29 años;Mujeres;Valor absoluto;2009T4;309
De 25 a 29 años;Mujeres;Valor absoluto;2009T3;274,7
De 25 a 29 años;Mujeres;Valor absoluto;2009T2;270,5
De 25 a 29 años;Mujeres;Valor absoluto;2009T1;275,4
De 25 a 29 años;Mujeres;Valor absoluto;2008T4;222,8
De 25 a 29 años;Mujeres;Valor absoluto;2008T3;201,9
De 25 a 29 años;Mujeres;Valor absoluto;2008T2;174,9
De 25 a 29 años;Mujeres;Valor absoluto;2008T1;179,4
De 25 a 29 años;Mujeres;Valor absoluto;2007T4;175,8
De 25 a 29 años;Mujeres;Valor absoluto;2007T3;147,7
De 25 a 29 años;Mujeres;Valor absoluto;2007T2;143
De 25 a 29 años;Mujeres;Valor absoluto;2007T1;159,4
De 25 a 29 años;Mujeres;Valor absoluto;2006T4;170
De 25 a 29 años;Mujeres;Valor absoluto;2006T3;168,7
De 25 a 29 años;Mujeres;Valor absoluto;2006T2;185,5
De 25 a 29 años;Mujeres;Valor absoluto;2006T1;214,3
De 25 a 29 años;Mujeres;Valor absoluto;2005T4;189,3
De 25 a 29 años;Mujeres;Valor absoluto;2005T3;177,7
De 25 a 29 años;Mujeres;Valor absoluto;2005T2;196,5
De 25 a 29 años;Mujeres;Valor absoluto;2005T1;209,7
De 25 a 29 años;Mujeres;Valor absoluto;2004T4;219,5
De 25 a 29 años;Mujeres;Valor absoluto;2004T3;219,4
De 25 a 29 años;Mujeres;Valor absoluto;2004T2;238,6
De 25 a 29 años;Mujeres;Valor absoluto;2004T1;251,7
De 25 a 29 años;Mujeres;Valor absoluto;2003T4;256,9
De 25 a 29 años;Mujeres;Valor absoluto;2003T3;257,6
De 25 a 29 años;Mujeres;Valor absoluto;2003T2;255,7
De 25 a 29 años;Mujeres;Valor absoluto;2003T1;269,1
De 25 a 29 años;Mujeres;Valor absoluto;2002T4;254,2
De 25 a 29 años;Mujeres;Valor absoluto;2002T3;252,1
De 25 a 29 años;Mujeres;Valor absoluto;2002T2;241,4
De 25 a 29 años;Mujeres;Valor absoluto;2002T1;250
De 25 a 29 años;Mujeres;Porcentaje;2026T1;10,6
De 25 a 29 años;Mujeres;Porcentaje;2025T4;10
De 25 a 29 años;Mujeres;Porcentaje;2025T3;11,1
De 25 a 29 años;Mujeres;Porcentaje;2025T2;10,5
De 25 a 29 años;Mujeres;Porcentaje;2025T1;11,1
De 25 a 29 años;Mujeres;Porcentaje;2024T4;11,7
De 25 a 29 años;Mujeres;Porcentaje;2024T3;11,5
De 25 a 29 años;Mujeres;Porcentaje;2024T2;10,9
De 25 a 29 años;Mujeres;Porcentaje;2024T1;11
De 25 a 29 años;Mujeres;Porcentaje;2023T4;11,7
De 25 a 29 años;Mujeres;Porcentaje;2023T3;11,7
De 25 a 29 años;Mujeres;Porcentaje;2023T2;9,5
De 25 a 29 años;Mujeres;Porcentaje;2023T1;10,5
De 25 a 29 años;Mujeres;Porcentaje;2022T4;10,6
De 25 a 29 años;Mujeres;Porcentaje;2022T3;12
De 25 a 29 años;Mujeres;Porcentaje;2022T2;9,5
De 25 a 29 años;Mujeres;Porcentaje;2022T1;10,9
De 25 a 29 años;Mujeres;Porcentaje;2021T4;11
De 25 a 29 años;Mujeres;Porcentaje;2021T3;11,7
De 25 a 29 años;Mujeres;Porcentaje;2021T2;12,3
De 25 a 29 años;Mujeres;Porcentaje;2021T1;13,3
De 25 a 29 años;Mujeres;Porcentaje;2020T4;12,6
De 25 a 29 años;Mujeres;Porcentaje;2020T3;13,5
De 25 a 29 años;Mujeres;Porcentaje;2020T2;13,6
De 25 a 29 años;Mujeres;Porcentaje;2020T1;11,9
De 25 a 29 años;Mujeres;Porcentaje;2019T4;11,6
De 25 a 29 años;Mujeres;Porcentaje;2019T3;11,3
De 25 a 29 años;Mujeres;Porcentaje;2019T2;10,8
De 25 a 29 años;Mujeres;Porcentaje;2019T1;11,1
De 25 a 29 años;Mujeres;Porcentaje;2018T4;11,3
De 25 a 29 años;Mujeres;Porcentaje;2018T3;12,2
De 25 a 29 años;Mujeres;Porcentaje;2018T2;12,3
De 25 a 29 años;Mujeres;Porcentaje;2018T1;12,3
De 25 a 29 años;Mujeres;Porcentaje;2017T4;11,9
De 25 a 29 años;Mujeres;Porcentaje;2017T3;13
De 25 a 29 años;Mujeres;Porcentaje;2017T2;12,4
De 25 a 29 años;Mujeres;Porcentaje;2017T1;12,1
De 25 a 29 años;Mujeres;Porcentaje;2016T4;12,1
De 25 a 29 años;Mujeres;Porcentaje;2016T3;12,1
De 25 a 29 años;Mujeres;Porcentaje;2016T2;11,9
De 25 a 29 años;Mujeres;Porcentaje;2016T1;12,6
De 25 a 29 años;Mujeres;Porcentaje;2015T4;11,6
De 25 a 29 años;Mujeres;Porcentaje;2015T3;12,4
De 25 a 29 años;Mujeres;Porcentaje;2015T2;11,8
De 25 a 29 años;Mujeres;Porcentaje;2015T1;12,5
De 25 a 29 años;Mujeres;Porcentaje;2014T4;12,3
De 25 a 29 años;Mujeres;Porcentaje;2014T3;12,4
De 25 a 29 años;Mujeres;Porcentaje;2014T2;12,6
De 25 a 29 años;Mujeres;Porcentaje;2014T1;13,1
De 25 a 29 años;Mujeres;Porcentaje;2013T4;12,7
De 25 a 29 años;Mujeres;Porcentaje;2013T3;12,9
De 25 a 29 años;Mujeres;Porcentaje;2013T2;13,6
De 25 a 29 años;Mujeres;Porcentaje;2013T1;14,2
De 25 a 29 años;Mujeres;Porcentaje;2012T4;14,2
De 25 a 29 años;Mujeres;Porcentaje;2012T3;13,6
De 25 a 29 años;Mujeres;Porcentaje;2012T2;13,1
De 25 a 29 años;Mujeres;Porcentaje;2012T1;13,6
De 25 a 29 años;Mujeres;Porcentaje;2011T4;13,9
De 25 a 29 años;Mujeres;Porcentaje;2011T3;13,9
De 25 a 29 años;Mujeres;Porcentaje;2011T2;14,6
De 25 a 29 años;Mujeres;Porcentaje;2011T1;14,9
De 25 a 29 años;Mujeres;Porcentaje;2010T4;15,3
De 25 a 29 años;Mujeres;Porcentaje;2010T3;15,5
De 25 a 29 años;Mujeres;Porcentaje;2010T2;14,7
De 25 a 29 años;Mujeres;Porcentaje;2010T1;15,6
De 25 a 29 años;Mujeres;Porcentaje;2009T4;16
De 25 a 29 años;Mujeres;Porcentaje;2009T3;15
De 25 a 29 años;Mujeres;Porcentaje;2009T2;14,7
De 25 a 29 años;Mujeres;Porcentaje;2009T1;15,2
De 25 a 29 años;Mujeres;Porcentaje;2008T4;14,8
De 25 a 29 años;Mujeres;Porcentaje;2008T3;16,2
De 25 a 29 años;Mujeres;Porcentaje;2008T2;14,6
De 25 a 29 años;Mujeres;Porcentaje;2008T1;15,5
De 25 a 29 años;Mujeres;Porcentaje;2007T4;16,8
De 25 a 29 años;Mujeres;Porcentaje;2007T3;14,8
De 25 a 29 años;Mujeres;Porcentaje;2007T2;14,6
De 25 a 29 años;Mujeres;Porcentaje;2007T1;15,1
De 25 a 29 años;Mujeres;Porcentaje;2006T4;16,3
De 25 a 29 años;Mujeres;Porcentaje;2006T3;16,9
De 25 a 29 años;Mujeres;Porcentaje;2006T2;18
De 25 a 29 años;Mujeres;Porcentaje;2006T1;19,7
De 25 a 29 años;Mujeres;Porcentaje;2005T4;18,5
De 25 a 29 años;Mujeres;Porcentaje;2005T3;18,4
De 25 a 29 años;Mujeres;Porcentaje;2005T2;18,6
De 25 a 29 años;Mujeres;Porcentaje;2005T1;18
De 25 a 29 años;Mujeres;Porcentaje;2004T4;17,9
De 25 a 29 años;Mujeres;Porcentaje;2004T3;18,1
De 25 a 29 años;Mujeres;Porcentaje;2004T2;19
De 25 a 29 años;Mujeres;Porcentaje;2004T1;19,6
De 25 a 29 años;Mujeres;Porcentaje;2003T4;20,4
De 25 a 29 años;Mujeres;Porcentaje;2003T3;20,5
De 25 a 29 años;Mujeres;Porcentaje;2003T2;20,4
De 25 a 29 años;Mujeres;Porcentaje;2003T1;20,4
De 25 a 29 años;Mujeres;Porcentaje;2002T4;20,5
De 25 a 29 años;Mujeres;Porcentaje;2002T3;20,3
De 25 a 29 años;Mujeres;Porcentaje;2002T2;19,8
De 25 a 29 años;Mujeres;Porcentaje;2002T1;20,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2026T1;261,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2025T4;241,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2025T3;243,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2025T2;227,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2025T1;263,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2024T4;249,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2024T3;280,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2024T2;290
De 30 a 34 años;Ambos sexos;Valor absoluto;2024T1;290,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2023T4;295,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2023T3;292,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2023T2;277,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2023T1;336,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2022T4;308,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2022T3;295,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2022T2;301
De 30 a 34 años;Ambos sexos;Valor absoluto;2022T1;324,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2021T4;332,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2021T3;355
De 30 a 34 años;Ambos sexos;Valor absoluto;2021T2;387
De 30 a 34 años;Ambos sexos;Valor absoluto;2021T1;403
De 30 a 34 años;Ambos sexos;Valor absoluto;2020T4;413,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2020T3;432,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2020T2;393,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2020T1;358,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2019T4;342,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2019T3;348,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2019T2;334,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2019T1;344,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2018T4;365,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2018T3;370,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2018T2;364
De 30 a 34 años;Ambos sexos;Valor absoluto;2018T1;414,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2017T4;423,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2017T3;397,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2017T2;426,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2017T1;455,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2016T4;487,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2016T3;495,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2016T2;533,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2016T1;564,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2015T4;566,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2015T3;576,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2015T2;644,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2015T1;714,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2014T4;698,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2014T3;692,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2014T2;730,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2014T1;803,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2013T4;823
De 30 a 34 años;Ambos sexos;Valor absoluto;2013T3;808,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2013T2;819,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2013T1;885,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2012T4;878,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2012T3;833,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2012T2;814,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2012T1;825,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2011T4;781,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2011T3;729,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2011T2;741,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2011T1;755,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2010T4;705,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2010T3;682,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2010T2;688,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2010T1;704,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2009T4;648,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2009T3;612,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2009T2;628,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2009T1;605,1
De 30 a 34 años;Ambos sexos;Valor absoluto;2008T4;483,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2008T3;365,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2008T2;345,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2008T1;301,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2007T4;272,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2007T3;247,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2007T2;241,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2007T1;275,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2006T4;253,5
De 30 a 34 años;Ambos sexos;Valor absoluto;2006T3;255,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2006T2;277,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2006T1;271,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2005T4;262,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2005T3;232,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2005T2;260,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2005T1;282,7
De 30 a 34 años;Ambos sexos;Valor absoluto;2004T4;313,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2004T3;313,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2004T2;325,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2004T1;344,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2003T4;332,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2003T3;339,8
De 30 a 34 años;Ambos sexos;Valor absoluto;2003T2;323,9
De 30 a 34 años;Ambos sexos;Valor absoluto;2003T1;342,2
De 30 a 34 años;Ambos sexos;Valor absoluto;2002T4;309,4
De 30 a 34 años;Ambos sexos;Valor absoluto;2002T3;315,3
De 30 a 34 años;Ambos sexos;Valor absoluto;2002T2;300,6
De 30 a 34 años;Ambos sexos;Valor absoluto;2002T1;318,7
De 30 a 34 años;Ambos sexos;Porcentaje;2026T1;9,6
De 30 a 34 años;Ambos sexos;Porcentaje;2025T4;9,7
De 30 a 34 años;Ambos sexos;Porcentaje;2025T3;9,3
De 30 a 34 años;Ambos sexos;Porcentaje;2025T2;8,9
De 30 a 34 años;Ambos sexos;Porcentaje;2025T1;9,4
De 30 a 34 años;Ambos sexos;Porcentaje;2024T4;9,6
De 30 a 34 años;Ambos sexos;Porcentaje;2024T3;10,2
De 30 a 34 años;Ambos sexos;Porcentaje;2024T2;10,5
De 30 a 34 años;Ambos sexos;Porcentaje;2024T1;9,7
De 30 a 34 años;Ambos sexos;Porcentaje;2023T4;10,3
De 30 a 34 años;Ambos sexos;Porcentaje;2023T3;10,1
De 30 a 34 años;Ambos sexos;Porcentaje;2023T2;9,9
De 30 a 34 años;Ambos sexos;Porcentaje;2023T1;10,5
De 30 a 34 años;Ambos sexos;Porcentaje;2022T4;10
De 30 a 34 años;Ambos sexos;Porcentaje;2022T3;9,8
De 30 a 34 años;Ambos sexos;Porcentaje;2022T2;10,1
De 30 a 34 años;Ambos sexos;Porcentaje;2022T1;10,1
De 30 a 34 años;Ambos sexos;Porcentaje;2021T4;10,5
De 30 a 34 años;Ambos sexos;Porcentaje;2021T3;10,2
De 30 a 34 años;Ambos sexos;Porcentaje;2021T2;10,8
De 30 a 34 años;Ambos sexos;Porcentaje;2021T1;10,9
De 30 a 34 años;Ambos sexos;Porcentaje;2020T4;11,1
De 30 a 34 años;Ambos sexos;Porcentaje;2020T3;11,6
De 30 a 34 años;Ambos sexos;Porcentaje;2020T2;11,7
De 30 a 34 años;Ambos sexos;Porcentaje;2020T1;10,8
De 30 a 34 años;Ambos sexos;Porcentaje;2019T4;10,7
De 30 a 34 años;Ambos sexos;Porcentaje;2019T3;10,8
De 30 a 34 años;Ambos sexos;Porcentaje;2019T2;10,3
De 30 a 34 años;Ambos sexos;Porcentaje;2019T1;10,3
De 30 a 34 años;Ambos sexos;Porcentaje;2018T4;11,1
De 30 a 34 años;Ambos sexos;Porcentaje;2018T3;11,1
De 30 a 34 años;Ambos sexos;Porcentaje;2018T2;10,4
De 30 a 34 años;Ambos sexos;Porcentaje;2018T1;10,9
De 30 a 34 años;Ambos sexos;Porcentaje;2017T4;11,2
De 30 a 34 años;Ambos sexos;Porcentaje;2017T3;10,7
De 30 a 34 años;Ambos sexos;Porcentaje;2017T2;10,9
De 30 a 34 años;Ambos sexos;Porcentaje;2017T1;10,7
De 30 a 34 años;Ambos sexos;Porcentaje;2016T4;11,5
De 30 a 34 años;Ambos sexos;Porcentaje;2016T3;11,5
